SSE for K Means,SSE for DBScan,Entropy for K Means,Entropy for DBscan,Purity for K Means,Purity for DBscan
56.63256890873721,435.1650930643823,8.165804012428037,2.5214183329391453,0.3383084577114428,0.3205828779599272
